Autor,Titulo,Año de publicación,Volumen,Pagina-inicio,Pagina-fin,No páginas,No referencias,Referentes,URL,DOI,PDF,Idioma,Tipo de documento,Área temática/campo,Notas,Edición,Tomo,Número,ISBN
"Rio de la Loza, Leopoldo",El animal-planta,1863,10,315,318,3,,Animal-planta,https://babel.hathitrust.org/cgi/pt?id=hvd.tz1pqy;view=1up;seq=281,https://babel.hathitrust.org/cgi/pt?id=hvd.tz1pqy;view=1up;seq=281,Sí,Español,Artículo,Ciencias de la vida,1a época,-,10,4,-
"Rio de la Loza, Leopoldo",Apuntes sobre algunos productos del Maguey,1863,10,531,542,11,,Apuntes; productos; Maguey,https://babel.hathitrust.org/cgi/pt?id=uc1.b2941311;view=1up;seq=571,https://babel.hathitrust.org/cgi/pt?id=uc1.b2941311;view=1up;seq=571,Sí,Español,Artículo,Ciencias de la vida,1a época,-,10,-,-
"Rio de la Loza, Leopoldo",Senecio en el tratamento de la epilepsía,1866,2,345,349,5,,Senecio; tratamiento; epilepsía,https://babel.hathitrust.org/cgi/pt?id=mdp.39015046999432&view=1up&seq=361,https://archive.org/details/escritosdeleopo00riod/page/124,Sí,Español,Artículo,Ciencias de la vida,-,-,2,-,-
"Rio de la Loza, Leopoldo",La goma archipín,1870,5,317,322,5,,Goma; Archipín,https://babel.hathitrust.org/cgi/pt?id=mdp.39015046999465;view=1up;seq=335,https://babel.hathitrust.org/cgi/pt?id=mdp.39015046999465;view=1up;seq=335,Sí,Español,Artículo,Ciencias de la vida,-,-,5,-,-
"Rio de la Loza, Leopoldo; Herrera Fernandez, Alfonso; Ramirez, Ricardo",El liquen tintóreo de la Baja California,1873,2,163,172,10,,Liquen tinttóreo; Baja California,https://www.biodiversitylibrary.org/item/120585#page/185/mode/1up,https://babel.hathitrust.org/cgi/pt?id=umn.31951001470347x;view=1up;seq=199 TOMO 6 AÑO 1858,Sí,Español,Artículo,Ciencias de la vida,,-,2,-,-
"Rio de la Loza, Maximino",Yerba de la Puebla. Estudios químico medicos sobre dicha planta,1860,8,418,424,6,,Yerba; Puebla; Estudios; quimico-médicos,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008360490&view=1up&seq=428&q1=yerba%20de%20puebla,https://babel.hathitrust.org/cgi/pt?id=mdp.39015046999507;view=1up;seq=363,Sí,Español,Artículo,Ciencias de la vida,1a época,-,3,-,-
"Rio de la Loza, Maximino",Del senecio en el tratamiento de la epilepsía,1866,2,345,349,4,,Senecio; tratamiento; epilepsía,https://babel.hathitrust.org/cgi/pt?id=mdp.39015046999432&view=1up&seq=361,https://babel.hathitrust.org/cgi/pt?id=mdp.39015046999432;view=1up;seq=361,Sí,Español,Artículo,Ciencias de la vida,-,-,2,-,-
"Rio de la Loza, Maximino",Importancia del jaborandi,1875,10,349,354,5,,Importancia; Jaborandi,https://babel.hathitrust.org/cgi/pt?id=mdp.39015046999507&view=1up&seq=363,,Sí,Español,Artículo,Ciencias de la vida,-,-,10,-,-
"Rio de la Loza, Maximino",Algunas aclaraciones relativas a la Hierba de la Puebla,1888,23,431,431,1,,Algunas; aclaraciones; Hierba; Puebla,,,No,Español,Artículo,Ciencias de la vida,-,-,23,-,-
"Rio de la Loza, Francisco",Estudio sobre el colorín,1877,,1,21,21,,estudio; Colorín,,,No,Español,Monografía,Ciencias de la vida,"Reimpreso en ""El estudio""",-,4,-,-
"Rio de la Loza, Francisco",Preliminares al estudio del Tlalocopetate,1893,4,46,58,12,,Preliminares; estudio; Tlalocopete,https://archive.org/details/elestudio02mexgoog/page/n66,,Sí,Español,Artículo,Ciencias de la vida,-,-,4,-,-
"Rio de la Loza, Francisco","Estudio sobre la ""Cascara amarga""",1893,4,183,191,8,,Estudio; Cascara Amarga,https://archive.org/details/elestudio02mexgoog/page/n214,,Sí,Español,Artículo,Ciencias de la vida,-,-,4,-,-
"Rio de la Loza, Francisco",Conferencia de aniversario,1894,1,156,161,7,,Conferencia; Aniversario,https://www.biodiversitylibrary.org/item/51260#page/180/mode/1up,,Sí,Español,Artículo,Ciencias de la vida,Trata de la Boccotinini y de la Jicama de Aureliano rivera,-,4,-,-
"Riquelme, Felix; Sánchez Ochoa, Gaspar",Manual del magueyero y fabricante de pulques,1890,,1,73,73,,Manual; magueyero; fabricante; pulque,https://books.google.com.mx/books/about/Manual_del_magueyero_y_del_fabricante_de.html?id=m82jGwAACAAJ&redir_esc=y,,No,Español,Monografía,Ciencias de la vida,-,-,-,8,-
"Rivera y Mendoza, A.",Informe sobre el cultivo y producto del café en el Distrito de Jalapa,1870,2,212,217,6,,Informe; cultivo; producto; café; Jalapa,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008360540&view=1up&seq=220,,Sí,Español,Artículo,Ciencias de la vida,2a época,-,2,-,-
"Riviére, Charles Marie",L´Eriodendro anfractuosum,-,,1,19,19,,L´Eriodendron; anfractuosum,-,,No,Francés,Monografía,Ciencias de la vida,-,-,-,8,-
"Robelo, Cecilio Agustín",Geografía del Estado de Morelos para uso de las escuelas.,1885,,1,76,76,,geografía; Estado; Morelos; escuelas; Cuernavaca,-,,No,Español,Monografía,Ciencias de la vida,"Producciones vegetales: contiene sus nombres vulgares y en lengua mexicana, con la clasificación científica",-,-,4,-
"Robles Cornejo, Antonio",De las plantas de la india occidental.,-,,-,-,-,,Plantas; India; Occidental,-,,No,Español,Monografía,Ciencias de la vida,MS del siglo XVI o principios del XVIII,-,-,-,-
"Robles, Santiago",Algunos apuntes sobre el empleo terapéutico de Jaborandi,1876,2,51,52,2,,Apuntes; empleo; terapétucito; Jaborandi,https://archive.org/details/s2685id1388606/page/51/mode/1up,,Sí,Español,Artículo,Ciencias de la vida,-,-,2,-,-
"Robles, José","Análisis cuantitativo de la orina y un ligero estudio sobre la picosa: tésis que para el exámen general de medicina, cirugia y obstetricia presenta al jurado calificador",1885,,1,39,39,,Análisis; orina; estudio; Picosa,https://books.google.com.mx/books/about/An%C3%A1lisis_cuantitativo_de_la_orina_y_un.html?id=NJMOmQEACAAJ&redir_esc=y,,No,Español,Monografía,Ciencias de la vida,--,-,-,4,-
"Robles Pezuela, Luis",Memoria presentada a S.M. el emperador por el ministro de Fomento de los trabajos ejecutados en su ramo el año de 1865,1866,,1,657,657,,Memoria; presentada; Emperador; trabajos; ramo; 1865,https://babel.hathitrust.org/cgi/pt?id=wu.89009417148;view=1up;seq=23,,Sí,Español,Monografía,Ciencias de la vida,"Págs. 43 a 78, lo correspondiente a productos vegetales y agricultura del país",-,-,-,-
"Robredo, Manuel",Cainca,1836,1,106,108,2,,Cainca,https://archive.org/details/peridicodelaacad1183acad/page/106,,Sí,Español,Artículo,Ciencias de la vida,1a serie,-,1,4,-
"Rodati, Luigi Aloysius",Index plantarum quae extant in Horto publico Bononiae anno 1802. Accedunt observationes circa duas species Agaves Necnon continuatio historiae horti ejusdem.,1802,,1,121,121,,Index; Plantarum; horto; publico,https://babel.hathitrust.org/cgi/pt?id=hvd.32044102804507&view=2up&seq=4,,Sí,Latín,Monografía,Ciencias de la vida,-,-,-,-,-
"Rodríguez, Felipe",La flor del cempoalxochitl. Algunas observaciones y experiencias sobre su naturaleza y composición,1844,,1,40,40,,Flor; Cempoalzochitl; observaciones; naturaleza,https://collections.nlm.nih.gov/ext/dw/101600706/PDF/101600706.pdf,,Sí,Español,Monografía,Ciencias de la vida,"Reimpreso en Monografias de ""El Estudio""",-,-,4,-
"Rodriguez, Juan Maria",El cuernecillo de Centeno y el Zihuapatle. Sus indicaciones y contraindicaciones,1869,4,196,200,5,,Cuercenillo Centeno; Zihuapalte,https://babel.hathitrust.org/cgi/pt?id=uc1.$b214450&view=image&seq=216&size=125,,Sí,Español,Artículo,Ciencias de la vida,-,-,4,-,-
"Rodriguez, Juan Maria",El laserpicio y la resina de Thapsia,1871,6,12,15,3,,Laserpicio; resina; Thapsia,https://babel.hathitrust.org/cgi/pt?id=mdp.39015046999473&view=1up&seq=30,,Sí,Español,Artículo,Ciencias de la vida,-,-,6,-,-
"Rodríguez, Jose Manuel",Diccionario botánico Americano,-,,-,-,-,,Diccionario; Botánico Americano,-,,No,Español,Monografía,Ciencias de la vida,-,-,-,-,-
"Rodríguez, Jose Manuel",Traducción del compendio de plantas del doctro Francisco Hernández hecha por orden de IV concilio Mexicano,-,-,-,-,-,,Traducción; plantas; orden; Concilio Mexicano,-,,No,Español,Monografía,Ciencias de la vida,-,-,-,-,-
"Roezl, Benedict",Catalogue des graines de coniferes mexicains en vente,1857,-,1,34,34,,Catalogue; graines; coniferes; mexicains,https://reader.digitale-sammlungen.de/de/fs1/object/goToPage/bsb10298661.html?pageNo=1,,Sí,Francés,Monografía,Ciencias de la vida,-,-,-,-,-
"Rojo, Luis",Historia natural de México,-,-,-,-,-,,Historia; natural; México,-,,No,Español,Monografía,Ciencias de la vida,7 vols. en 4° y 1 en folio,-,-,-,-
"Romero, José",Ligero estudio sobre el empleo de la gomo-resina del Schinus molle (vulgo pirul) en el tratamiento de la blenorragia: te?sis presentada al jurado de calificacion en el examen profesional de medicina y cirujia,1889,-,1,32,32,,Estudio; empleo; gomo-resina; Schinus Molle; tratamiento; Blenorragia,https://collections.nlm.nih.gov/catalog/nlm:nlmuid-101594924-bk,,Sí,Español,Monografía,Ciencias de la vida,-,-,-,4,-
"Romero, Matias",Cultivo del Hule,1873,,88,90,3,,Cultivo; Hule,http://www.hndm.unam.mx/consulta/publicacion/visualizar/558075be7d1e63c9fea1a1ec?intPagina=16&tipo=publicacion&anio=1873&mes=02&dia=01,,Sí,Español,Artículo,Ciencias de la vida,"año 1, 5 artículos en la misma revista",-,-,4,-
"Romero, Matias",El cultivo del Café en la Republica Mexicana,1893,-,1,128,128,,Cultivo; café; República Mexicana,https://books.google.com.mx/books/about/El_cultivo_del_caf%C3%A9_en_la_rep%C3%BAblica_me.html?id=8cNLAAAAYAAJ&redir_esc=y,,No,Español,Monografía,Ciencias de la vida,,-,-,4,-
"Romero Canónigo, José Guadalupe",Noticias estadísticas del partido de coalcomán en 1863,1863,,1,54,54,,Estadísticas; Partido; Coalcaomán,https://books.google.com.mx/books?id=9d2_GXh3OKcC&hl=es&source=gbs_book_other_versions,,No,Español,Monografía,Ciencias de la vida,-,-,-,-,-
"Rosa, Luis de la",Memoria sobre el cultivo del maíz en México. Adornada con una lamina iluminada y una carátula litografiada,1846,,1,43,43,,Memoria; cultivo; maíz; México,https://archive.org/details/Memoriasobreelc00Rosa/page/n7,,Sí,Español,Monografía,Ciencias de la vida,-,-,-,-,
"Rosado Desiderio, Germán",Pequeño tratado sobre un árbol conocido en Tabasco con el nombre de Macallo,1868,,1,11,11,,Tratado; árbol; Tabasco; Macallo,https://archive.org/details/b21496638,,Sí,Español,Monografía,Ciencias de la vida,Dice ser tal plantala Monodesmia decapolinea de Lineo,-,-,8,-
"Rose, Joseph Nelson",List of plants collected by Edward Palmer in 1890 in Wester México and Arizona at. 1 Alamos. 2 Arizona.,1891,1,91,116,26,,List; plants; collected; Western; México; Arizona,https://babel.hathitrust.org/cgi/pt?id=osu.32435030379218&view=image&seq=109&q1=western%20mexico%20and%20arizona,,Sí,Inglés,Articulo,Ciencias de la vida,-,-,-,IV,-
"Rose, Joseph Nelson",List of plants colleted by Edward Palmer in 1890 on Carmen Island,1891,1,129,134,5,,List; plants; collected; Western; México; Arizona,https://babel.hathitrust.org/cgi/pt?id=osu.32435030379218&view=2up&seq=166,,Sí,Inglés,Articulo,Ciencias de la vida,-,-,-,IV,-
"Rothrock, J. T",Varias plantas mexicanas,1877,2,125,126,2,,Varias; plantas; mexicanas,-,,No,Español,Articulo,Ciencias de la vida,-,-,-,II,-
"Roubieu, Guillaume Joseph",Opuscules d´anatomie et d´histoire naturelle,1816,,1,87,87,,Opuscules; anatomie; histoire naturelle,https://books.google.com.mx/books?id=sYxBGwAACAAJ&dq=Opuscules+d%C2%B4anatomie+et+d%C2%B4histoire+naturelle&hl=es&sa=X&ved=2ahUKEwiB2LTexu7sAhUKGKwKHVQPAvYQ6AEwAHoECAUQAQ,,No,Francés,Monografía,Ciencias de la vida,-,-,-,8,-
"Rovirosa, José N",Informe dirigido a la Secretaría de Fomento en 22 de julio 1884 sobre la climatología y condiciones de habilidad de la villa y municipio de Ixtacomitán,1884,,46,46,1,,Informe; Secretaría Fomento; climatología; habitabilidad; Ixtacomitán,http://ahcm.bfm.cinvestav.mx/AHCM/DocumentoController/detalleDocumento/AHCM:MEX0-0101.2.269,,Sí,Español,Monografía,Ciencias de la vida,-,-,-,4,-
"Rovirosa, José N","Vida y trabajos del naturalista belga Augusto B. Ghiesbreth, explorador de México. T. 1",1891,1,211,217,7,,Trabajos; naturaliste; belga; Augusto B.; explorador; México,https://www.biodiversitylibrary.org/item/121657#page/277/mode/1up,,Sí,Español,Artículo,Ciencias de la vida,2a seríe,-,-,1,-
"Rovirosa, José N",Productos vegetales de las paizadas del Grijalva,1891,1,409,414,5,,Productos; vegetales; Grijalva,https://www.biodiversitylibrary.org/item/121657#page/492/mode/1up,,Sí,Español,Articulo,Ciencias de la vida,2a seríe,-,-,1,-
"Rovirosa, José N",Calendario botánico de San Juan Bautista y sus alrededores,1897,2,106,126,20,,Calendario; botánico; San Juan Bautista,https://www.biodiversitylibrary.org/item/122571#page/202/mode/1up,,Sí,Español,Artículo,Ciencias de la vida,2a seríe,-,-,2,-
"Rovirosa, José N",Observaciones sobre algunos Helechos mexicanos de la tribu de las asplenieas,1897,2,179,193,14,,Observaciones; helechos; mexicanos; Asplenieas,https://www.biodiversitylibrary.org/item/122571#page/317/mode/1up,https://archive.org/details/lanatur2118871890mexi/page/210,Sí,Español,Articulo,Ciencias de la vida,2a seríe,-,-,2,-
"Rovirosa, José N",Viaje a Teapa y a las sierras que concurren a la fomración de su Valle,1897,2,269,293,24,,Viaje; Teapa; sierras; formación; Valle,https://www.biodiversitylibrary.org/item/122571#page/429/mode/1up,https://catalog.hathitrust.org/Record/101584567,Sí,Español,Articulo,Ciencias de la vida,2a seríe,-,-,2,-
"Rovirosa, José N",Rasgos biograficos del Dr. Ezaquiel P. Johnson y noticas relativas a su colección botánica,1897,2,426,428,3,,Rasgos bibliográficos; Dr. Ezequiel; colección botánica,https://www.biodiversitylibrary.org/item/122422#page/64/mode/1up,,Sí,Español,Artículo,Ciencias de la vida,2a seríe,-,-,2,-
"Royle, J. Forbes","The fibrous plants of India, fitted for cordage, clothing, and paper. With an account of the cultivation and preparation of flax, hemp, and their substitutes.",1855,,1,403,403,,Fibrous; plants; clothing; paper,https://www.biodiversitylibrary.org/item/115996#page/6/mode/2up,https://ia800205.us.archive.org/34/items/cu31924003319468/cu31924003319468.pdf,Sí,Inglés,Monografía,Ciencias de la vida,-,-,-,8,-
"Ruiz Sandoval, Alberto",Apuntes sobre el cultivo del algodon,1883,,1,4,4,,Apuntes; cultivo; algodón,-,,No,Español,Monografría,Ciencias de la vida,-,-,-,-,-
"Ruiz Sandoval, Alberto",Apuntes sobre el cultivo del almendro,1883,,1,4,4,,Apuntes; cultivo; Almendro,-,,No,Español,Monografría,Ciencias de la vida,-,-,-,-,-
"Ruiz Sandoval, Alberto",Apuntes sobre el cultivo del yute,1883,,502,502,1,,Apuntes; cultivo; Yute,https://books.google.com.mx/books?id=kMo9AQAAMAAJ&q=Apuntes+sobre+el+cultivo+del+yute&dq=Apuntes+sobre+el+cultivo+del+yute&hl=es&sa=X&ved=2ahUKEwjP396jkPHsAhUUVs0KHSYeBwQQ6AEwAXoECAUQAg,,No,Español,Articulo,Ciencias de la vida,-,-,-,-,-
"Ruiz Sandoval, Alberto",El algodón en México,1884,,1,186,186,,Algodón; México,https://www.biodiversitylibrary.org/item/81725#page/5/mode/1up,,Sí,Español,Monografía,Ciencias de la vida,1 vol. en 4°,-,-,-,-
"Ruiz Cabañas, Manuel",El veninillo,1882,,1,22,22,,Venenillo,-,,No,Español,Monografía,Ciencias de la vida,-,-,-,4,-
"Ruis, Luis E.",Nociones de ciencias,1887,,1,399,399,,Nociones; ciencias,-,,No,Español,Artículo,Ciencias de la vida,-,2,-,4,-
"Ruis, Luis E.","Higiene. Análisis de aire, vino, cerveza, pulque, chocolate, café.",1888,23,329,329,1,,Análisis; Aire; vino; cerveza; pujque; chocolate; café,-,,No,Español,Artículo,Ciencias de la vida,Leido en la Academia Nacional de Médicina por el socio LuisE. Ruiz,-,-,4,
"Ruiz, Rafael",Catálogo de varios de los árboles y arbustos que existen en Michoacán,1877,,1,3,3,,Catálogo; árboles; arbustos; Michoacán,https://books.google.com.mx/books?id=cok3AAAAMAAJ&q=Cat%C3%A1logo+de+varios+de+los+%C3%A1rboles+y+arbustos+que+existen+en+Michoac%C3%A1n&dq=Cat%C3%A1logo+de+varios+de+los+%C3%A1rboles+y+arbustos+que+existen+en+Michoac%C3%A1n&hl=es&sa=X&ved=2ahUKEwiqxra5m_HsAhVDKqwKHfycAdoQ6AEwAnoECAkQAg,,No,Español,Monografía,Ciencias de la vida,-,-,-,-,-
"Ruiz, Rafael","Noticias de varias de las resinas, gomas y plantas textiles, curtientes, tintóreas y de semillas oleaginosas que se crían en el Estado de Michoacán",1879,,1,2,2,,Noticia; resinas; plantas textiles; semillas; oleaginosas,-,,No,Español,Monografía,Ciencias de la vida,-,-,-,-,-
"Ruiz, Rafael",Necesidad de que el gobierno de Michoacán proteja las industrias agrícola y fabril.,1887,,-,-,-,,Gobierno; Michoacan; Industrias; agrícola; fabril,-,,No,Español,Artículo,Ciencias de la vida,-,-,-,"3, 5 y 6",-
"Ruiz Olloqui, Agustin",Del uso de la contrayerba Tarumara en las afecciones de origen palúdico,1884,19,501,501,1,,Uso; contrayerba; Tarumara,,,No,Español,Artículo,Ciencias de la vida,-,-,19,-,-
"Ruiz Sandoval, Gustavo",Las quinas y su clasificación,1872,4,101,101,1,,Quinas; clasificación,-,,No,Español,Artículo,Ciencias de la vida,-,-,4,-,-
"Ruiz Sandoval, Gustavo",Nota sobre el simba cedron,1879,14,323,331,2,,Nota; Simaba; Cedrón,https://babel.hathitrust.org/cgi/pt?id=uc1.$b214456&view=1up&seq=1081,,Sí,Español,Artículo,Ciencias de la vida,-,-,14,-,-
"Rümpler, Karl Theodor","Die Sukkulenten (Fettplanzen und Kakteen) : Beschreibung, Abbildung und Kultur derselben",1892,,1,263,263,,Die; Succulenten,https://www.biodiversitylibrary.org/item/251691#page/7/mode/1up,,Sí,Alemán,Monografía,Ciencias de la vida,-,-,-,8,-
"Saccardo, Pier Andrea; Traverso, Giovanni Battista; Trotter Alessandro",Sylloge fungorum omnium hucusque cognitorum,1882,1,1,766,766,,Fungorum; omnium; cognitorum,https://www.biodiversitylibrary.org/item/102968#page/7/mode/1up,https://doi.org/10.5962/bhl.title.5371,Sí,Latín,Monografía,Ciencias de la vida,25 volumenes (1882-1931),-,-,-,-
"Rivera, Bernardo de","Historia general de las cosas de Nueva España, que en doce libros y dos volumenes escribío, el R P. Fr. Bernardino de Sahagun, de la observancia de San Francisco, y unode losprimeros predicadoresdel Santo evangelio en aquellas regiones.",1829,1,1,350,350,,Historia general; Nueva España,https://archive.org/details/historiagenerald01saha/page/n3,,Sí,Español,Monografía,Ciencias de la vida,3 tomos en total,-,1,-,-
"Salazar y Mirphy, Agustin M.",Estudio sobre la acción fisilógica y terapeutica de la narceina,1875,,1,42,42,,Estudio; acción fisiológica; terapéutica; Narceina,https://collections.nlm.nih.gov/catalog/nlm:nlmuid-101596589-bk,,Sí,Español,Monografía,Ciencias de la vida,-,-,-,4,-
"Salcedo Mariaca, Matias de","Notas, adicionales y correcciones al ""Tesoro de médicina""",1674,-,-,-,-,,Notas; correciones; Tesoro de Médicina,-,,No,Español,Monografía,Ciencias de la vida,-,-,-,-,-
"Salm-Reifferscheidt-Dyck, Joseph von","Cacteae in horto Dyckensi cultae anno 1849, secundum tribus et genera digestae : additis adnotationibus botanicis characteribusque specierum in enumeratione diagnostica cactearum Doct. Pfeifferi non descriptarum",1850,,1,266,266,,Caccteae; horto Dyckensi; cultae,https://www.biodiversitylibrary.org/item/210408#page/7/mode/1up,https://doi.org/10.5962/bhl.title.120333,Si,Latín,Monografía,Ciencias de la vida,-,-,-,-,-
"Salm-Reifferscheidt-Dyck, Joseph von",Amaryllis principis,-,-,-,-,-,,Amaryllis Principis,-,,No,-,-,Ciencias de la vida,-,-,-,-,-
"Samano, Camilo",Apuntes sobre el cultivo de la caña,1885,,-,-,-,,Apuntes; cultivo; caña,-,,No,Español,Monografía,Ciencias de la vida,,-,-,-,-
"Sanchez, Manuel",Estudio botánico-quimico del Ponchihuitz,1881,,1,16,16,,Estudio; botánico-químico; Ponchilhuitz,-,,No,Español,Monografía,Ciencias de la vida,-,-,-,4,-
"Sanchez de la Barquera y Morales, Juan María Wenceslao","El mentor mexicano: periódico semanario sobre la ilustración popular en las ciencias económicas, literatura y arte",1811,,1,388,388,,Mentor; Mexicano,https://catalogo.iib.unam.mx/F/-/?func=find-b&find_code=SYS&local_base=bndm&format=999&request=000020611,,Sí,Español,Monografía,Ciencias de la vida,-,-,-,ene-48,-
"Sanchez de la Barquera y Morales, Juan María Wenceslao",Semanario economico de agricultura,-,-,-,-,-,,Semanario; agrcicultura,-,,No,Español,Monografía,Ciencias de la vida,-,-,2,-,-
"Sanchez Ochoa, Gaspar",El maguey,1875,2,278,292,4,,Maguey,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008360334&view=1up&seq=284,,Sí,Español,Artículo,Ciencias de la vida,3a época,-,2,-,-
"Zeschan Noamira, Jose Ramo","Memoria instructiva sobre el Maguey o Agave mexicano : contendrá los nombres con que se conocen treinta y tres variedades en los Llanos de apam, su cultivo, duracion, usos, virtudes medicinales y preparacion de la bebida que de él se saca, llamada pulque, puesto en idioma al alcance de todos",1882,-,1,25,25,,Memoria; Maguey; Agave,https://www.biodiversitylibrary.org/bibliography/113490#/summary,https://doi.org/10.5962/bhl.title.113490,Sí,Español,Monografía,Ciencias de la vida,-,2,-,-,-
"Conrad Sander, Henry Frederick",Reichenbachia. Orchids illustr. a deser.,1888,1,1,110,110,,Reichenbachia; Illustr.,https://www.biodiversitylibrary.org/bibliography/41517#/summary,https://doi.org/10.5962/bhl.title.41517,Sí,Inglés,Monografía,Ciencias de la vida,2 volumenes en total,-,-,--,-
"Sandoval, Miguel",Ligero estudio sobre el Simonillo,1882,,1,16,16,,Ligero; estudio; Simonillo,https://collections.nlm.nih.gov/catalog/nlm:nlmuid-101596624-bk,,Sí,Español,Monografía,Ciencias de la vida,-,-,-,-,-
"Santoyo, Enrique",El sauce considerado bajo su utilidad terapeutica,1884,,1,18,18,,Sauce; terapéutica,https://catalog.hathitrust.org/Record/101525730,,No,Español,Monografía,Ciencias de la vida,-,-,-,4,-
"Sartorius, Carlos",Cera vegetal,1870,2,115,116,2,,Cera; vegetal,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008360334;view=1up;seq=3,,Sí,Español,Artículo,Ciencias de la vida,2a época,-,2,-,-
"Sartorius, Carlos",Memoria sobre el estado de la agricultura en el partido de Huatusco,1870,2,141,197,58,,Memoria; agricultura; Huatusco,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008360540;view=1up;seq=149,,Sí,Español,Artículo,Ciencias de la vida,2a época,-,2,-,-
"Saussure, Henry Louis Frédéric de",De la vegetación sobre las altas montañas de México,1862,7,333,342,9,,Vegetación; montañas; México,https://www.biodiversitylibrary.org/item/121643#page/359/mode/1up,,Sí,Español,Artículo,Ciencias de la vida,1a seríe,-,7,-,-
"Savi, Pietro",Florula Gorgonica,1844,,1,39,39,,Florula; Gorgonica,https://books.google.com.mx/books/about/Florula_gorgonica.html?id=3MkZAAAAYAAJ&redir_esc=y,,Sí,Italiano,Monografía,Ciencias de la vida,-,-,-,-,-
"Scarella, Giambattista.",Breve raggnaglio intorno al flore dell´ Aloe americana,1710,,1,56,56,,Breve; Flore; I´Aloe americana,https://www.biodiversitylibrary.org/bibliography/112513#/summary,https://doi.org/10.5962/bhl.title.112513,Sí,Italiano,Monografía,Ciencias de la vida,,-,-,-,-
"Scopoli, Giovanni Antonio","Deliciae florae et faunae Insubricae seu novae, aut minus cognitae species plantarum et animalium quas in Insubria Austriaca tam spontaneas, qua in exoticas vidit, descripsit, et aeri incidi",1786,1,1,85,85,,Deliciae; florae; faunae,http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=2424,,Sí,Italiano,Monografía,Ciencias de la vida,3 volumenes en total,-,-,-,-
"Scott, John",Remarks on the changes in the inflorescence of zea Mays,1864,19,213,220,7,,Remarks; changes; inflorescence; Zea Mays,https://www.biodiversitylibrary.org/item/164139#page/235/mode/1up,,Sí,Inglés,Articulo,Ciencias de la vida,--,-,-,-,-
"Schaff, Guillermo",Documento que acredita la prioridad en el descubrimiento de la Nietoa Meixcana,1874,3,347,347,1,,Documento; descubrimiento; Nietoa Mexicana,https://www.biodiversitylibrary.org/item/49853#page/371/mode/1up,,Sí,Español,Artículo,Ciencias de la vida,1a serie,-,3,-,-
"Schiede, Christian Julius Wilhelm",Observaciones sobre objetos de materia medica,1836,1,11,15,4,,Observaciones; objetos; materia médica,http://www.hndm.unam.mx/consulta/resultados/visualizar/558075be7d1e63c9fea1a3ab?resultado=1&tipo=publicacion&intPagina=0,,Sí,Español,Artículo,Ciencias de la vida,1a serie,-,1,-,-
"Schiede, Christian Julius Wilhelm",Observaciones de la goma de mezquita comparada con la goma arábiga,1836,1,70,75,5,,Goma mezquite; comparada; goma arábiga,http://www.hndm.unam.mx/consulta/publicacion/visualizar/558075be7d1e63c9fea1a3ab?intPagina=69&tipo=publicacion&anio=1836&mes=07&dia=15,,Sí,Español,Artículo,Ciencias de la vida,1a serie,-,1,-,-
"Schiede, Christian Julius Wilhelm","Sobre las virtudes medicinales de as poligaleas en general, y especialmente la poligala scoparia como succedaneo de la P. Senega",1836,1,193,203,10,,Medicinales; Poligala scoparia; P. Senega,http://www.hndm.unam.mx/consulta/resultados/visualizar/558075be7d1e63c9fea1a3ab?resultado=1&tipo=publicacion&intPagina=2,,Sí,Español,Artículo,Ciencias de la vida,1a serie,-,1,-,-
"Schiede, Christian Julius Wilhelm","Botanische Berichte aus Mexico, excursionen in der Gegendé von Jalapa und Reise von dort nach Mexico",1829,4,212,236,24,,Botanische; México; escursionen; Jalapa,https://www.biodiversitylibrary.org/item/10848#page/264/mode/1up,,Sí,Latín,Artículo,Ciencias de la vida,--,-,-,-,-
"Schiede, Christian Julius Wilhelm",Notanische Berichte aus Mexico. Ueber die gegenden von Papantla und Misantla und über die Reise von Jalapa dorthin und zurrück,1829,4,554,583,29,,Notanische; ; Mexico:Ueber: Papantla; Misantla; riese,https://www.biodiversitylibrary.org/item/10848#page/629/mode/1up,,Sí,Latín,Artículo,Ciencias de la vida,--,-,-,-,-
"Schieller, E.",Grundz d. Cacteenkunde,1886,,-,-,-,,Grundz; Cacteenkunde,-,,No,Alemán,-,Ciencias de la vida,-,-,-,8,-
"Schleiden, Matthias Jakob","Beitr. zur Anat, der Cacteen",1841,,-,-,-,,Beirt; Cacteen,-,,No,Alemán,-,Ciencias de la vida,-,-,-,-,-
"Schlechtendal, Diederich Franz Leonhard von",Plantarum mexicanarum a Cel. viris Schiede et Deppe collectarum,1830,,72,73,1,,Plantarum; mexicanarum; collectarum,https://www.biodiversitylibrary.org/item/109601#page/80/mode/1up,,Sí,Latín,Artículo,Ciencias de la vida,-,-,V,-,-
"Schlechtendal, Diederich Franz Leonhard von",De plantis mexicanis A G. Schiede M. Dre. collectis nuntium adfert D. F. L. de Schlechtendal.,1832,,136,144,,,Plantis; mexicanis; Ehrenbergio; collectis,https://www.biodiversitylibrary.org/item/109602#page/142/mode/1up,,Sí,Latín,Artículo,Ciencias de la vida,-,-,VII,-,-
